 ,Year,Month,Day,水日通量,沙日通量,,,
2018-12-26,2018,12,26,30585600,24774336,,,
2018-12-27,2018,12,27,35251200,32078592,,,
2018-12-28,2018,12,28,30153600,21801052.8,,,
2018-12-29,2018,12,29,34214400,31169318.4,,,
2018-12-30,2018,12,30,35251200,29575756.8,,,
2018-12-31,2018,12,31,33955200,27435801.6,,,
2019-1-1,2019,1,1,33696000,30539808,,,
2019-1-2,2019,1,2,31968000,28483488,,,
2019-1-3,2019,1,3,30931200,25765689.6,,,
2019-1-4,2019,1,4,30499200,20830953.6,,,
2019-1-5,2019,1,5,28425600,19300982.4,,,
2019-1-6,2019,1,6,30499200,24643353.6,,,
2019-1-7,2019,1,7,29980800,21826022.4,,,
2019-1-8,2019,1,8,28857600,20921760,,,
2019-1-9,2019,1,9,27648000,19408896,,,
2019-1-10,2019,1,10,27648000,20017152,,,
2019-1-11,2019,1,11,27648000,22864896,,,
2019-1-12,2019,1,12,26611200,22859020.8,,,
2019-1-13,2019,1,13,28771200,24599376,,,
2019-1-14,2019,1,14,29116800,26641872,,,
2019-1-15,2019,1,15,29980800,24674198.4,,,
2019-1-16,2019,1,16,28771200,23707468.8,,,
2019-1-17,2019,1,17,29116800,26059536,,,
2019-1-18,2019,1,18,28425600,21660307.2,,,
2019-1-19,2019,1,19,29116800,31446144,,,
2019-1-20,2019,1,20,29980800,22905331.2,,,
2019-1-21,2019,1,21,30412800,25942118.4,,,
2019-1-22,2019,1,22,29980800,28571702.4,,,
2019-1-23,2019,1,23,30412800,26215833.6,,,
2019-1-24,2019,1,24,28166400,26053920,,,
2019-1-25,2019,1,25,26784000,26221536,,,
2019-1-26,2019,1,26,26784000,19659456,,,
2019-1-27,2019,1,27,26524800,24774163.2,,,
2019-1-28,2019,1,28,25833600,20796048,,,
2019-1-29,2019,1,29,25574400,23451724.8,,,
2019-1-30,2019,1,30,25833600,21235219.2,,,
2019-1-31,2019,1,31,32486400,51978240,,,
2019-2-1,2019,2,1,57369600,94086144,,,
2019-2-2,2019,2,2,59961600,142708608,,,
2019-2-3,2019,2,3,57369600,112444416,,,
2019-2-4,2019,2,4,54864000,93268800,,,
2019-2-5,2019,2,5,51580800,90266400,,,
2019-2-6,2019,2,6,49939200,54433728,,,
2019-2-7,2019,2,7,64281600,80994816,,,
2019-2-8,2019,2,8,48556800,65066112,,,
2019-2-9,2019,2,9,55728000,56842560,,,
2019-2-10,2019,2,10,57974400,80004672,,,
2019-2-11,2019,2,11,68860800,119817792,,,
2019-2-12,2019,2,12,64627200,144764928,,,
2019-2-13,2019,2,13,60566400,133246080,,,
2019-2-14,2019,2,14,74736000,174134880,,,
2019-2-15,2019,2,15,59788800,112402944,,,
2019-2-16,2019,2,16,61344000,134343360,,,
2019-2-17,2019,2,17,62121600,172698048,,,
2019-2-18,2019,2,18,77716800,263459952,,,
2019-2-19,2019,2,19,105408000,348900480,,,
2019-2-20,2019,2,20,88128000,339292800,,,
2019-2-21,2019,2,21,88128000,305804160,,,
2019-2-22,2019,2,22,85190400,311796864,,,
2019-2-23,2019,2,23,67305600,211339584,,,
2019-2-24,2019,2,24,61171200,179843328,,,
2019-2-25,2019,2,25,50803200,118371456,,,
2019-2-26,2019,2,26,50803200,88905600,,,
2019-2-27,2019,2,27,57110400,78812352,,,
2019-2-28,2019,2,28,48988800,58786560,,,
2019-3-1,2019,3,1,44668800,66109824,,,
2019-3-2,2019,3,2,65145600,117262080,,,
2019-3-3,2019,3,3,64281600,130491648,,,
2019-3-4,2019,3,4,81561600,233266176,,,
2019-3-5,2019,3,5,83030400,276491232,,,
2019-3-6,2019,3,6,78105600,223382016,,,
2019-3-7,2019,3,7,77241600,180745344,,,
2019-3-8,2019,3,8,74649600,155271168,,,
2019-3-9,2019,3,9,72144000,145730880,,,
2019-3-10,2019,3,10,75513600,164619648,,,
2019-3-11,2019,3,11,88992000,245617920,,,
2019-3-12,2019,3,12,89856000,275857920,,,
2019-3-13,2019,3,13,87264000,274008960,,,
2019-3-14,2019,3,14,87264000,263537280,,,
2019-3-15,2019,3,15,88992000,295453440,,,
2019-3-16,2019,3,16,88128000,319023360,,,
2019-3-17,2019,3,17,87264000,250447680,,,
2019-3-18,2019,3,18,84499200,241667712,,,
2019-3-19,2019,3,19,83721600,226048320,,,
2019-3-20,2019,3,20,85190400,226606464,,,
2019-3-21,2019,3,21,84499200,253497600,,,
2019-3-22,2019,3,22,88992000,275875200,,,
2019-3-23,2019,3,23,88992000,299903040,,,
2019-3-24,2019,3,24,95040000,428630400,,,
2019-3-25,2019,3,25,97632000,468633600,,,
2019-3-26,2019,3,26,101952000,476115840,,,
2019-3-27,2019,3,27,97632000,468633600,,,
2019-3-28,2019,3,28,99360000,456062400,,,
2019-3-29,2019,3,29,99360000,426254400,,,
2019-3-30,2019,3,30,101088000,390199680,,,
2019-3-31,2019,3,31,101088000,352797120,,,
2019-4-1,2019,4,1,102816000,345461760,,,
2019-4-2,2019,4,2,103680000,356659200,,,
2019-4-3,2019,4,3,104544000,400403520,,,
2019-4-4,2019,4,4,101952000,409847040,,,
2019-4-5,2019,4,5,104544000,468357120,,,
2019-4-6,2019,4,6,102816000,406123200,,,
2019-4-7,2019,4,7,96768000,344494080,,,
2019-4-8,2019,4,8,96768000,329011200,,,
2019-4-9,2019,4,9,96768000,324172800,,,
2019-4-10,2019,4,10,101952000,378241920,,,
2019-4-11,2019,4,11,101952000,346636800,,,
2019-4-12,2019,4,12,100224000,331741440,,,
2019-4-13,2019,4,13,100224000,307687680,,,
2019-4-14,2019,4,14,101952000,348675840,,,
2019-4-15,2019,4,15,101088000,303264000,,,
2019-4-16,2019,4,16,99360000,298080000,,,
2019-4-17,2019,4,17,97632000,264094560,,,
2019-4-18,2019,4,18,95040000,292723200,,,
2019-4-19,2019,4,19,94176000,279702720,,,
2019-4-20,2019,4,20,95904000,292507200,,,
2019-4-21,2019,4,21,95904000,296343360,,,
2019-4-22,2019,4,22,95040000,251856000,,,
2019-4-23,2019,4,23,96768000,237081600,,,
2019-4-24,2019,4,24,104544000,321995520,,,
2019-4-25,2019,4,25,104544000,406676160,,,
2019-4-26,2019,4,26,102816000,405095040,,,
2019-4-27,2019,4,27,108000000,332640000,,,
2019-4-28,2019,4,28,99360000,338817600,,,
2019-4-29,2019,4,29,101952000,351734400,,,
2019-4-30,2019,4,30,99360000,315964800,,,
2019-5-1,2019,5,1,95040000,265161600,,,
2019-5-2,2019,5,2,96768000,294174720,,,
2019-5-3,2019,5,3,94176000,245799360,,,
2019-5-4,2019,5,4,98496000,318142080,,,
2019-5-5,2019,5,5,99360000,291124800,,,
2019-5-6,2019,5,6,101952000,318090240,,,
2019-5-7,2019,5,7,105408000,318332160,,,
2019-5-8,2019,5,8,103680000,329702400,,,
2019-5-9,2019,5,9,105408000,328872960,,,
2019-5-10,2019,5,10,97632000,300706560,,,
2019-5-11,2019,5,11,95040000,317433600,,,
2019-5-12,2019,5,12,102816000,330039360,,,
2019-5-13,2019,5,13,104544000,366949440,,,
2019-5-14,2019,5,14,108000000,411480000,,,
2019-5-15,2019,5,15,108000000,370440000,,,
2019-5-16,2019,5,16,108864000,325503360,,,
2019-5-17,2019,5,17,104544000,325131840,,,
2019-5-18,2019,5,18,106704000,391070160,,,
2019-5-19,2019,5,19,107136000,401760000,,,
2019-5-20,2019,5,20,108000000,374760000,,,
2019-5-21,2019,5,21,102816000,336208320,,,
2019-5-22,2019,5,22,100224000,305683200,,,
2019-5-23,2019,5,23,99360000,343785600,,,
2019-5-24,2019,5,24,97632000,317304000,,,
2019-5-25,2019,5,25,98496000,308292480,,,
2019-5-26,2019,5,26,112320000,426816000,,,
2019-5-27,2019,5,27,121824000,510442560,,,
2019-5-28,2019,5,28,120096000,499599360,,,
2019-5-29,2019,5,29,118368000,443880000,,,
2019-5-30,2019,5,30,112320000,372902400,,,
2019-5-31,2019,5,31,114048000,386622720,,,
2019-6-1,2019,6,1,111456000,414616320,,,
2019-6-2,2019,6,2,109728000,339059520,,,
2019-6-3,2019,6,3,104544000,364858560,,,
2019-6-4,2019,6,4,108000000,378000000,,,
2019-6-5,2019,6,5,108864000,361428480,,,
2019-6-6,2019,6,6,104544000,371131200,,,
2019-6-7,2019,6,7,110592000,359424000,,,
2019-6-8,2019,6,8,107136000,321408000,,,
2019-6-9,2019,6,9,85708800,186845184,,,
2019-6-10,2019,6,10,101088000,253730880,,,
2019-6-11,2019,6,11,116640000,391910400,,,
2019-6-12,2019,6,12,103680000,310003200,,,
2019-6-13,2019,6,13,108000000,293760000,,,
2019-6-14,2019,6,14,103248000,242632800,,,
2019-6-15,2019,6,15,98496000,240330240,,,
2019-6-16,2019,6,16,104544000,271814400,,,
2019-6-17,2019,6,17,97632000,252866880,,,
2019-6-18,2019,6,18,103680000,252979200,,,
2019-6-19,2019,6,19,101088000,271926720,,,
2019-6-20,2019,6,20,103680000,265420800,,,
2019-6-21,2019,6,21,101952000,272211840,,,
2019-6-22,2019,6,22,108000000,261360000,,,
2019-6-23,2019,6,23,124416000,548674560,,,
2019-6-24,2019,6,24,225504000,2011495680,,,
2019-6-25,2019,6,25,291168000,2110968000,,,
2019-6-26,2019,6,26,298512000,1686592800,,,
2019-6-27,2019,6,27,294624000,1767744000,,,
2019-6-28,2019,6,28,292032000,1588654080,,,
2019-6-29,2019,6,29,304992000,1732354560,,,
2019-6-30,2019,6,30,309312000,1648632960,,,
2019-7-1,2019,7,1,309312000,1580584320,,,
2019-7-2,2019,7,2,302400000,1478736000,,,
2019-7-3,2019,7,3,304992000,1576808640,,,
2019-7-4,2019,7,4,290304000,1445713920,,,
2019-7-5,2019,7,5,282528000,1768625280,,,
2019-7-6,2019,7,6,274752000,1895788800,,,
2019-7-7,2019,7,7,272160000,1809864000,,,
2019-7-8,2019,7,8,272160000,1551312000,,,
2019-7-9,2019,7,9,290304000,1680860160,,,
2019-7-10,2019,7,10,297216000,2092400640,,,
2019-7-11,2019,7,11,321408000,2121292800,,,
2019-7-12,2019,7,12,296352000,2634569280,,,
2019-7-13,2019,7,13,260640000,4135488000,,,
2019-7-14,2019,7,14,221184000,4025548800,,,
2019-7-15,2019,7,15,217728000,4093286400,,,
2019-7-16,2019,7,16,206496000,4315766400,,,
2019-7-17,2019,7,17,184896000,3864326400,,,
2019-7-18,2019,7,18,196128000,5628873600,,,
2019-7-19,2019,7,19,232761600,5935420800,,,
2019-7-20,2019,7,20,238464000,5770828800,,,
2019-7-21,2019,7,21,240192000,4035225600,,,
2019-7-22,2019,7,22,239760000,5394600000,,,
2019-7-23,2019,7,23,200448000,4850841600,,,
2019-7-24,2019,7,24,200448000,4790707200,,,
2019-7-25,2019,7,25,235872000,5684515200,,,
2019-7-26,2019,7,26,233280000,4712256000,,,
2019-7-27,2019,7,27,254016000,5283532800,,,
2019-7-28,2019,7,28,280800000,6767280000,,,
2019-7-29,2019,7,29,246240000,5171040000,,,
2019-7-30,2019,7,30,206496000,4542912000,,,
2019-7-31,2019,7,31,201312000,4046371200,,,
2019-8-1,2019,8,1,232704000,4467916800,,,
2019-8-2,2019,8,2,234144000,4097520000,,,
2019-8-3,2019,8,3,219456000,3555187200,,,
2019-8-4,2019,8,4,129888000,1580304000,,,
2019-8-5,2019,8,5,127008000,1397088000,,,
2019-8-6,2019,8,6,126144000,1362355200,,,
2019-8-7,2019,8,7,164160000,2610144000,,,
2019-8-8,2019,8,8,286848000,6167232000,,,
2019-8-9,2019,8,9,346464000,6201705600,,,
2019-8-10,2019,8,10,355968000,7048166400,,,
2019-8-11,2019,8,11,339264000,7034073600,,,
2019-8-12,2019,8,12,131328000,2534630400,,,
2019-8-13,2019,8,13,87264000,1239148800,,,
2019-8-14,2019,8,14,74390400,758782080,,,
2019-8-15,2019,8,15,51840000,368064000,,,
2019-8-16,2019,8,16,40176000,290070720,,,
2019-8-17,2019,8,17,38102400,250713792,,,
2019-8-18,2019,8,18,36720000,153122400,,,
2019-8-19,2019,8,19,44582400,113685120,,,
2019-8-20,2019,8,20,43372800,70263936,,,
2019-8-21,2019,8,21,41299200,47494080,,,
2019-8-22,2019,8,22,38707200,41803776,,,
2019-8-23,2019,8,23,37929600,34478006.4,,,
2019-8-24,2019,8,24,39657600,43623360,,,
2019-8-25,2019,8,25,39657600,47985696,,,
2019-8-26,2019,8,26,35683200,37110528,,,
2019-8-27,2019,8,27,41558400,56935008,,,
2019-8-28,2019,8,28,40089600,44098560,,,
2019-8-29,2019,8,29,40608000,47105280,,,
2019-8-30,2019,8,30,39139200,43894656,,,
2019-8-31,2019,8,31,37670400,40684032,,,
2019-9-1,2019,9,1,48556800,76557888,,,
2019-9-2,2019,9,2,48556800,83032128,,,
2019-9-3,2019,9,3,69811200,200358144,,,
2019-9-4,2019,9,4,94176000,508550400,,,
2019-9-5,2019,9,5,114048000,745873920,,,
2019-9-6,2019,9,6,95904000,1323475200,,,
2019-9-7,2019,9,7,91584000,2115590400,,,
2019-9-8,2019,9,8,84672000,1147305600,,,
2019-9-9,2019,9,9,83203200,581590368,,,
2019-9-10,2019,9,10,88128000,440640000,,,
2019-9-11,2019,9,11,105408000,594501120,,,
2019-9-12,2019,9,12,114048000,716221440,,,
2019-9-13,2019,9,13,106272000,674827200,,,
2019-9-14,2019,9,14,108864000,740275200,,,
2019-9-15,2019,9,15,102816000,808133760,,,
2019-9-16,2019,9,16,206496000,4666809600,,,
2019-9-17,2019,9,17,242784000,3738873600,,,
2019-9-18,2019,9,18,290304000,4151347200,,,
2019-9-19,2019,9,19,334368000,5182704000,,,
2019-9-20,2019,9,20,325728000,4104172800,,,
2019-9-21,2019,9,21,322272000,4189536000,,,
2019-9-22,2019,9,22,325728000,3745872000,,,
2019-9-23,2019,9,23,332640000,3875256000,,,
2019-9-24,2019,9,24,297216000,2891911680,,,
2019-9-25,2019,9,25,203904000,2467238400,,,
2019-9-26,2019,9,26,153792000,1385665920,,,
2019-9-27,2019,9,27,124416000,892062720,,,
2019-9-28,2019,9,28,181440000,2013984000,,,
2019-9-29,2019,9,29,175392000,1318947840,,,
2019-9-30,2019,9,30,175392000,1390858560,,,
2019-10-1,2019,10,1,161568000,1341014400,,,
2019-10-2,2019,10,2,130464000,909334080,,,
2019-10-3,2019,10,3,122688000,661288320,,,
2019-10-4,2019,10,4,120096000,774619200,,,
2019-10-5,2019,10,5,123552000,796910400,,,
2019-10-6,2019,10,6,132192000,935919360,,,
2019-10-7,2019,10,7,138240000,1114214400,,,
2019-10-8,2019,10,8,138240000,890265600,,,
2019-10-9,2019,10,9,135648000,866790720,,,
2019-10-10,2019,10,10,128736000,787864320,,,
2019-10-11,2019,10,11,146016000,1331665920,,,
2019-10-12,2019,10,12,163296000,1548046080,,,
2019-10-13,2019,10,13,155520000,1227052800,,,
2019-10-14,2019,10,14,152928000,925214400,,,
2019-10-15,2019,10,15,152928000,873218880,,,
2019-10-16,2019,10,16,167616000,1371098880,,,
2019-10-17,2019,10,17,171936000,1237079520,,,
2019-10-18,2019,10,18,161568000,1087352640,,,
2019-10-19,2019,10,19,158112000,882264960,,,
2019-10-20,2019,10,20,149472000,938684160,,,
2019-10-21,2019,10,21,128736000,736369920,,,
2019-10-22,2019,10,22,113760000,618475200,,,
2019-10-23,2019,10,23,86140800,372989664,,,
2019-10-24,2019,10,24,73180800,248814720,,,
2019-10-25,2019,10,25,70588800,210354624,,,
2019-10-26,2019,10,26,68083200,192675456,,,
2019-10-27,2019,10,27,64886400,170002368,,,
2019-10-28,2019,10,28,67219200,154604160,,,
2019-10-29,2019,10,29,65836800,184343040,,,
2019-10-30,2019,10,30,63244800,149257728,,,
2019-10-31,2019,10,31,63244800,135343872,,,
2019-11-1,2019,11,1,62812800,144469440,,,
2019-11-2,2019,11,2,61171200,155986560,,,
2019-11-3,2019,11,3,60480000,139708800,,,
2019-11-4,2019,11,4,59011200,116252064,,,
2019-11-5,2019,11,5,57542400,157090752,,,
2019-11-6,2019,11,6,58320000,157464000,,,
2019-11-7,2019,11,7,57542400,130045824,,,
2019-11-8,2019,11,8,56851200,146107584,,,
2019-11-9,2019,11,9,56505600,139568832,,,
2019-11-10,2019,11,10,56160000,144892800,,,
2019-11-11,2019,11,11,56678400,120724992,,,
2019-11-12,2019,11,12,56505600,140133888,,,
2019-11-13,2019,11,13,57196800,148139712,,,
2019-11-14,2019,11,14,56851200,122230080,,,
2019-11-15,2019,11,15,49766400,182642688,,,
2019-11-16,2019,11,16,44668800,94697856,,,
2019-11-17,2019,11,17,45619200,82114560,,,
2019-11-18,2019,11,18,42163200,66617856,,,
2019-11-19,2019,11,19,43718400,76507200,,,
2019-11-20,2019,11,20,36374400,56744064,,,
2019-11-21,2019,11,21,40435200,61865856,,,
2019-11-22,2019,11,22,35337600,46645632,,,
2019-11-23,2019,11,23,36028800,47197728,,,
2019-11-24,2019,11,24,34992000,46539360,,,
2019-11-25,2019,11,25,45446400,83621376,,,
2019-11-26,2019,11,26,32918400,43781472,,,
2019-11-27,2019,11,27,35769600,35161516.8,,,
2019-11-28,2019,11,28,38275200,45547488,,,
2019-11-29,2019,11,29,36201600,36201600,,,
2019-11-30,2019,11,30,37411200,52001568,,,
2019-12-1,2019,12,1,34819200,44568576,,,
2019-12-2,2019,12,2,36201600,45614016,,,
2019-12-3,2019,12,3,34819200,59192640,,,
2019-12-4,2019,12,4,35251200,47589120,,,
2019-12-5,2019,12,5,40176000,44193600,,,
2019-12-6,2019,12,6,42595200,68365296,,,
2019-12-7,2019,12,7,37843200,57521664,,,
2019-12-8,2019,12,8,35251200,51114240,,,
2019-12-9,2019,12,9,33609600,43692480,,,
2019-12-10,2019,12,10,34041600,45615744,,,
2019-12-11,2019,12,11,32918400,45427392,,,
2019-12-12,2019,12,12,35337600,48059136,,,
2019-12-13,2019,12,13,35683200,47815488,,,
2019-12-14,2019,12,14,38188800,50409216,,,
2019-12-15,2019,12,15,37065600,61158240,,,
2019-12-16,2019,12,16,35683200,47815488,,,
2019-12-17,2019,12,17,36374400,50196672,,,
2019-12-18,2019,12,18,39398400,48854016,,,
2019-12-19,2019,12,19,39398400,59097600,,,
2019-12-20,2019,12,20,34905600,41886720,,,
2019-12-21,2019,12,21,34905600,49915008,,,
2019-12-22,2019,12,22,31968000,35804160,,,
2019-12-23,2019,12,23,29980800,33578496,,,
2019-12-24,2019,12,24,33782400,29593382.4,,,
2019-12-25,2019,12,25,34214400,35925120,,,
2019-12-26,2019,12,26,31536000,25891056,,,
2019-12-27,2019,12,27,34214400,37977984,,,
2019-12-28,2019,12,28,50716800,80132544,,,
2019-12-29,2019,12,29,38188800,70649280,,,
2019-12-30,2019,12,30,39744000,67564800,,,
2019-12-31,2019,12,31,45144000,83967840,,,
2020-1-1,2020,1,1,43459200,71055792,,,
2020-1-2,2020,1,2,42336000,67737600,,,
2020-1-3,2020,1,3,36201600,52854336,,,
2020-1-4,2020,1,4,34300800,36873360,,,
2020-1-5,2020,1,5,34819200,44916768,,,
2020-1-6,2020,1,6,31190400,29318976,,,
2020-1-7,2020,1,7,33091200,29020982.4,,,
2020-1-8,2020,1,8,46656000,53654400,,,
2020-1-9,2020,1,9,37324800,36951552,,,
2020-1-10,2020,1,10,37324800,45163008,,,
2020-1-11,2020,1,11,33091200,34083936,,,
2020-1-12,2020,1,12,31968000,31040928,,,
2020-1-13,2020,1,13,31190400,31814208,,,
2020-1-14,2020,1,14,31708800,31677091.2,,,
2020-1-15,2020,1,15,32832000,31879872,,,
2020-1-16,2020,1,16,31449600,30537561.6,,,
2020-1-17,2020,1,17,30672000,31285440,,,
2020-1-18,2020,1,18,31190400,30566592,,,
2020-1-19,2020,1,19,29376000,23618304,,,
2020-1-20,2020,1,20,29721600,29424384,,,
2020-1-21,2020,1,21,29203200,23274950.4,,,
2020-1-22,2020,1,22,28771200,22470307.2,,,
2020-1-23,2020,1,23,28166400,21631795.2,,,
2020-1-24,2020,1,24,28339200,23068108.8,,,
2020-1-25,2020,1,25,29376000,22648896,,,
2020-1-26,2020,1,26,29203200,32123520,,,
2020-1-27,2020,1,27,31017600,29807913.6,,,
2020-1-28,2020,1,28,32918400,37197792,,,
2020-1-29,2020,1,29,32400000,29451600,,,
2020-1-30,2020,1,30,32054400,28528416,,,
2020-1-31,2020,1,31,31708800,30408739.2,,,
2020-2-1,2020,2,1,30672000,32205600,,,
2020-2-2,2020,2,2,29462400,29167776,,,
2020-2-3,2020,2,3,28857600,27385862.4,,,
2020-2-4,2020,2,4,29462400,25190352,,,
2020-2-5,2020,2,5,28080000,24850800,,,
2020-2-6,2020,2,6,28512000,24976512,,,
2020-2-7,2020,2,7,28512000,26858304,,,
2020-2-8,2020,2,8,30412800,34670592,,,
2020-2-9,2020,2,9,34819200,52228800,,,
2020-2-10,2020,2,10,34819200,48746880,,,
2020-2-11,2020,2,11,33264000,42245280,,,
2020-2-12,2020,2,12,29894400,37965888,,,
2020-2-13,2020,2,13,28425600,26464233.6,,,
2020-2-14,2020,2,14,29916000,29390623.2,,,
2020-2-15,2020,2,15,31406400,32317012.8,,,
2020-2-16,2020,2,16,32896800,35243402.4,,,
2020-2-17,2020,2,17,34387200,38169792,,,
2020-2-18,2020,2,18,36460800,41419008,,,
2020-2-19,2020,2,19,38534400,44668224,,,
2020-2-20,2020,2,20,40608000,47917440,,,
2020-2-21,2020,2,21,39951360,65207808,,,
2020-2-22,2020,2,22,39294720,82498176,,,
2020-2-23,2020,2,23,38638080,99788544,,,
2020-2-24,2020,2,24,37981440,117078912,,,
2020-2-25,2020,2,25,37324800,134369280,,,
2020-2-26,2020,2,26,41860800,159908256,,,
2020-2-27,2020,2,27,45187200,125168544,,,
2020-2-28,2020,2,28,48330000,131996952,,,
2020-2-29,2020,2,29,51472800,138825360,,,
2020-3-1,2020,3,1,54615600,145653768,,,
2020-3-2,2020,3,2,57758400,152482176,,,
2020-3-3,2020,3,3,55512000,170976960,,,
2020-3-4,2020,3,4,57024000,185898240,,,
2020-3-5,2020,3,5,59184000,217994400,,,
2020-3-6,2020,3,6,61344000,223905600,,,
2020-3-7,2020,3,7,60134400,214776576,,,
2020-3-8,2020,3,8,58924800,205647552,,,
2020-3-9,2020,3,9,59745600,237281184,,,
2020-3-10,2020,3,10,60566400,268914816,,,
2020-3-11,2020,3,11,55900800,196211808,,,
2020-3-12,2020,3,12,55900800,171056448,,,
2020-3-13,2020,3,13,55900800,145901088,,,
2020-3-14,2020,3,14,55512000,141082128,,,
2020-3-15,2020,3,15,55123200,136263168,,,
2020-3-16,2020,3,16,54734400,131444208,,,
2020-3-17,2020,3,17,54345600,126625248,,,
2020-3-18,2020,3,18,53020800,122698944,,,
2020-3-19,2020,3,19,51696000,118772640,,,
2020-3-20,2020,3,20,50371200,114846336,,,
2020-3-21,2020,3,21,56160000,170873928,,,
2020-3-22,2020,3,22,61948800,226901520,,,
2020-3-23,2020,3,23,67737600,282929112,,,
2020-3-24,2020,3,24,73526400,338956704,,,
2020-3-25,2020,3,25,80697600,358297344,,,
2020-3-26,2020,3,26,81129600,360623232,,,
2020-3-27,2020,3,27,81561600,362949120,,,
2020-3-28,2020,3,28,92448000,447448320,,,
2020-3-29,2020,3,29,91296000,430896960,,,
2020-3-30,2020,3,30,90144000,414345600,,,
2020-3-31,2020,3,31,88992000,397794240,,,
2020-4-1,2020,4,1,87523200,391228704,,,
2020-4-2,2020,4,2,86054400,384663168,,,
2020-4-3,2020,4,3,84585600,378097632,,,
2020-4-4,2020,4,4,82641600,373039344,,,
2020-4-5,2020,4,5,80697600,367981056,,,
2020-4-6,2020,4,6,75600000,309484800,,,
2020-4-7,2020,4,7,70502400,250988544,,,
2020-4-8,2020,4,8,72028800,242657568,,,
2020-4-9,2020,4,9,73555200,234326592,,,
2020-4-10,2020,4,10,75081600,225995616,,,
2020-4-11,2020,4,11,94176000,456753600,,,
2020-4-12,2020,4,12,106272000,771534720,,,
2020-4-13,2020,4,13,110592000,912384000,,,
2020-4-14,2020,4,14,112320000,963705600,,,
2020-4-15,2020,4,15,115776000,1047772800,,,
2020-4-16,2020,4,16,110160000,938403360,,,
2020-4-17,2020,4,17,104544000,829033920,,,
2020-4-18,2020,4,18,109152000,903058560,,,
2020-4-19,2020,4,19,113760000,977083200,,,
2020-4-20,2020,4,20,118368000,1051107840,,,
2020-4-21,2020,4,21,120528000,1004650560,,,
2020-4-22,2020,4,22,122688000,958193280,,,
2020-4-23,2020,4,23,133488000,1323181440,,,
2020-4-24,2020,4,24,144288000,1688169600,,,
2020-4-25,2020,4,25,141696000,1615334400,,,
2020-4-26,2020,4,26,142992000,1615680000,,,
2020-4-27,2020,4,27,144288000,1616025600,,,
2020-4-28,2020,4,28,135072000,1304020800,,,
2020-4-29,2020,4,29,125856000,992016000,,,
2020-4-30,2020,4,30,116640000,680011200,,,
2020-5-1,2020,5,1,109728000,601309440,,,
2020-5-2,2020,5,2,108864000,633834720,,,
2020-5-3,2020,5,3,108000000,666360000,,,
2020-5-4,2020,5,4,106704000,671012640,,,
2020-5-5,2020,5,5,105408000,675665280,,,
2020-5-6,2020,5,6,108864000,714147840,,,
2020-5-7,2020,5,7,111744000,747141120,,,
2020-5-8,2020,5,8,114624000,780134400,,,
2020-5-9,2020,5,9,117504000,813127680,,,
2020-5-10,2020,5,10,114912000,629717760,,,
2020-5-11,2020,5,11,112608000,595491840,,,
2020-5-12,2020,5,12,110304000,561265920,,,
2020-5-13,2020,5,13,108000000,527040000,,,
2020-5-14,2020,5,14,96768000,349332480,,,
2020-5-15,2020,5,15,97344000,370782720,,,
2020-5-16,2020,5,16,97920000,392232960,,,
2020-5-17,2020,5,17,98496000,413683200,,,
2020-5-18,2020,5,18,98784000,433771200,,,
2020-5-19,2020,5,19,99072000,453859200,,,
2020-5-20,2020,5,20,99360000,473947200,,,
2020-5-21,2020,5,21,98784000,479010240,,,
2020-5-22,2020,5,22,98208000,484073280,,,
2020-5-23,2020,5,23,97632000,489136320,,,
2020-5-24,2020,5,24,91699200,416835072,,,
2020-5-25,2020,5,25,85766400,344533824,,,
2020-5-26,2020,5,26,79833600,272232576,,,
2020-5-27,2020,5,27,79833600,237105792,,,
2020-5-28,2020,5,28,79833600,256265856,,,
2020-5-29,2020,5,29,79833600,275425920,,,
2020-5-30,2020,5,30,79012800,283150080,,,
2020-5-31,2020,5,31,78192000,290874240,,,
2020-6-1,2020,6,1,86313600,268435296,,,
2020-6-2,2020,6,2,84585600,296895456,,,
2020-6-3,2020,6,3,85449600,317872512,,,
2020-6-4,2020,6,4,82425600,247276800,,,
2020-6-5,2020,6,5,83289600,244871424,,,
2020-6-6,2020,6,6,73526400,201462336,,,
2020-6-7,2020,6,7,71971200,161935200,,,
2020-6-8,2020,6,8,71193600,165881088,,,
2020-6-9,2020,6,9,70329600,176527296,,,
2020-6-10,2020,6,10,72230400,137960064,,,
2020-6-11,2020,6,11,71280000,152539200,,,
2020-6-12,2020,6,12,80380800,222654816,,,
2020-6-13,2020,6,13,79401600,219942432,,,
2020-6-14,2020,6,14,77241600,268028352,,,
2020-6-15,2020,6,15,81734400,310590720,,,
2020-6-16,2020,6,16,102816000,468840960,,,
2020-6-17,2020,6,17,128736000,966807360,,,
2020-6-18,2020,6,18,165888000,1824768000,,,
2020-6-19,2020,6,19,177120000,1675555200,,,
2020-6-20,2020,6,20,153792000,1264170240,,,
2020-6-21,2020,6,21,153792000,1262632320,,,
2020-6-22,2020,6,22,154656000,1232608320,,,
2020-6-23,2020,6,23,158112000,1321816320,,,
2020-6-24,2020,6,24,160704000,1402945920,,,
2020-6-25,2020,6,25,161568000,1184293440,,,
2020-6-26,2020,6,26,203904000,1798433280,,,
2020-6-27,2020,6,27,297216000,3388262400,,,
2020-6-28,2020,6,28,353376000,2796971040,,,
2020-6-29,2020,6,29,374976000,2662329600,,,
