,Year,Month,Day,水日通量,沙日通量
2018-11-23,2018,11,23,59184000.0,89959680.0
2018-11-24,2018,11,24,39744000.0,44115840.00000001
2018-11-25,2018,11,25,37411200.0,36662976.0
2018-11-26,2018,11,26,35683200.0,34220188.8
2018-11-27,2018,11,27,32227200.0,30551385.599999998
2018-11-28,2018,11,28,34473600.0,44126208.0
2018-11-29,2018,11,29,38620800.0,52910496.00000001
2018-11-30,2018,11,30,46569600.0,63800352.00000001
2018-12-01,2018,12,1,44236800.0,47775744.0
2018-12-02,2018,12,2,48384000.0,47900160.0
2018-12-03,2018,12,3,42595200.0,37739347.2
2018-12-04,2018,12,4,49680000.0,71539200.0
2018-12-05,2018,12,5,50889600.0,58014143.99999999
2018-12-06,2018,12,6,47779200.0,66890879.99999999
2018-12-07,2018,12,7,52963200.0,71500320.0
2018-12-08,2018,12,8,54950400.0,66489984.0
2018-12-09,2018,12,9,52272000.0,52794720.0
2018-12-10,2018,12,10,53568000.0,56782080.0
2018-12-11,2018,12,11,39744000.0,34060608.0
2018-12-12,2018,12,12,36288000.0,31425408.0
2018-12-13,2018,12,13,34992000.0,32087664.0
2018-12-14,2018,12,14,33868800.0,23775897.599999998
2018-12-15,2018,12,15,40953600.0,32517158.400000002
2018-12-16,2018,12,16,32745600.0,24395472.0
2018-12-17,2018,12,17,32745600.0,19352649.599999998
2018-12-18,2018,12,18,32227200.0,13986604.8
2018-12-19,2018,12,19,32227200.0,21205497.6
2018-12-20,2018,12,20,33350400.0,25746508.8
2018-12-21,2018,12,21,32140800.0,25519795.200000003
2018-12-22,2018,12,22,31622400.0,18499104.0
2018-12-23,2018,12,23,29289600.0,17603049.599999998
2018-12-24,2018,12,24,35251200.0,28165708.8
2018-12-25,2018,12,25,33177600.0,29395353.6
2018-12-26,2018,12,26,30585600.0,24774336.0
2018-12-27,2018,12,27,35251200.0,32078592.0
2018-12-28,2018,12,28,30153600.0,21801052.8
2018-12-29,2018,12,29,34214400.0,31169318.400000002
2018-12-30,2018,12,30,35251200.0,29575756.799999997
2018-12-31,2018,12,31,33955200.0,27435801.6
2019-01-01,2019,1,1,33696000.0,30539808.000000004
2019-01-02,2019,1,2,31968000.0,28483488.0
2019-01-03,2019,1,3,30931200.0,25765689.599999998
2019-01-04,2019,1,4,30499200.0,20830953.6
2019-01-05,2019,1,5,28425600.0,19300982.400000002
2019-01-06,2019,1,6,30499200.0,24643353.6
2019-01-07,2019,1,7,29980800.0,21826022.4
2019-01-08,2019,1,8,28857600.0,20921760.0
2019-01-09,2019,1,9,27648000.0,19408896.0
2019-01-10,2019,1,10,27648000.0,20017152.0
2019-01-11,2019,1,11,27648000.0,22864896.0
2019-01-12,2019,1,12,26611200.0,22859020.8
2019-01-13,2019,1,13,28771200.0,24599376.0
2019-01-14,2019,1,14,29116800.0,26641872.0
2019-01-15,2019,1,15,29980800.0,24674198.4
2019-01-16,2019,1,16,28771200.0,23707468.799999997
2019-01-17,2019,1,17,29116800.0,26059536.0
2019-01-18,2019,1,18,28425600.0,21660307.2
2019-01-19,2019,1,19,29116800.0,31446144.000000004
2019-01-20,2019,1,20,29980800.0,22905331.2
2019-01-21,2019,1,21,30412800.0,25942118.4
2019-01-22,2019,1,22,29980800.0,28571702.4
2019-01-23,2019,1,23,30412800.0,26215833.6
2019-01-24,2019,1,24,28166400.0,26053920.0
2019-01-25,2019,1,25,26784000.0,26221536.0
2019-01-26,2019,1,26,26784000.0,19659456.0
2019-01-27,2019,1,27,26524800.0,24774163.200000003
2019-01-28,2019,1,28,25833600.0,20796048.0
2019-01-29,2019,1,29,25574400.0,23451724.8
2019-01-30,2019,1,30,25833600.0,21235219.2
2019-01-31,2019,1,31,32486400.0,51978240.0
2019-02-01,2019,2,1,57369600.0,94086144.0
2019-02-02,2019,2,2,59961600.0,142708608.0
2019-02-03,2019,2,3,57369600.0,112444416.0
2019-02-04,2019,2,4,54864000.0,93268800.0
2019-02-05,2019,2,5,51580800.0,90266400.0
2019-02-06,2019,2,6,49939200.0,54433728.00000001
2019-02-07,2019,2,7,64281600.0,80994816.0
2019-02-08,2019,2,8,48556800.0,65066112.00000001
2019-02-09,2019,2,9,55728000.0,56842560.0
2019-02-10,2019,2,10,57974400.0,80004672.0
2019-02-11,2019,2,11,68860800.0,119817792.0
2019-02-12,2019,2,12,64627200.0,144764928.0
2019-02-13,2019,2,13,60566400.0,133246080.00000001
2019-02-14,2019,2,14,74736000.0,174134880.0
2019-02-15,2019,2,15,59788800.0,112402944.0
2019-02-16,2019,2,16,61344000.0,134343360.0
2019-02-17,2019,2,17,62121600.0,172698048.0
2019-02-18,2019,2,18,77716800.0,263459952.0
2019-02-19,2019,2,19,105408000.0,348900480.0
2019-02-20,2019,2,20,88128000.0,339292800.0
2019-02-21,2019,2,21,88128000.0,305804160.0
2019-02-22,2019,2,22,85190400.0,311796864.0
2019-02-23,2019,2,23,67305600.0,211339584.0
2019-02-24,2019,2,24,61171200.0,179843328.0
2019-02-25,2019,2,25,50803200.0,118371456.0
2019-02-26,2019,2,26,50803200.0,88905600.0
2019-02-27,2019,2,27,57110400.0,78812352.0
2019-02-28,2019,2,28,48988800.0,58786560.0
2019-03-01,2019,3,1,44668800.0,66109824.0
2019-03-02,2019,3,2,65145600.0,117262080.0
2019-03-03,2019,3,3,64281600.0,130491647.99999999
2019-03-04,2019,3,4,81561600.0,233266176.0
2019-03-05,2019,3,5,83030400.0,276491232.0
2019-03-06,2019,3,6,78105600.0,223382016.0
2019-03-07,2019,3,7,77241600.0,180745344.0
2019-03-08,2019,3,8,74649600.0,155271168.0
2019-03-09,2019,3,9,72144000.0,145730880.0
2019-03-10,2019,3,10,75513600.0,164619648.0
2019-03-11,2019,3,11,88992000.0,245617919.99999997
2019-03-12,2019,3,12,89856000.0,275857920.0
2019-03-13,2019,3,13,87264000.0,274008960.0
2019-03-14,2019,3,14,87264000.0,263537280.0
2019-03-15,2019,3,15,88992000.0,295453440.0
2019-03-16,2019,3,16,88128000.0,319023360.0
2019-03-17,2019,3,17,87264000.0,250447680.0
2019-03-18,2019,3,18,84499200.0,241667712.0
2019-03-19,2019,3,19,83721600.0,226048320.0
2019-03-20,2019,3,20,85190400.0,226606464.0
2019-03-21,2019,3,21,84499200.0,253497600.0
2019-03-22,2019,3,22,88992000.0,275875200.0
2019-03-23,2019,3,23,88992000.0,299903040.0
2019-03-24,2019,3,24,95040000.0,428630400.0
2019-03-25,2019,3,25,97632000.0,468633600.0
2019-03-26,2019,3,26,101952000.0,476115840.0
2019-03-27,2019,3,27,97632000.0,468633600.0
2019-03-28,2019,3,28,99360000.0,456062400.0
2019-03-29,2019,3,29,99360000.0,426254400.0
2019-03-30,2019,3,30,101088000.0,390199680.0
2019-03-31,2019,3,31,101088000.0,352797120.0
2019-04-01,2019,4,1,102816000.0,345461760.0
2019-04-02,2019,4,2,103680000.0,356659200.0
2019-04-03,2019,4,3,104544000.0,400403520.0
2019-04-04,2019,4,4,101952000.0,409847039.99999994
2019-04-05,2019,4,5,104544000.0,468357120.00000006
2019-04-06,2019,4,6,102816000.0,406123200.0
2019-04-07,2019,4,7,96768000.0,344494080.0
2019-04-08,2019,4,8,96768000.0,329011200.0
2019-04-09,2019,4,9,96768000.0,324172800.0
2019-04-10,2019,4,10,101952000.0,378241920.0
2019-04-11,2019,4,11,101952000.0,346636800.0
2019-04-12,2019,4,12,100224000.0,331741440.0
2019-04-13,2019,4,13,100224000.0,307687680.0
2019-04-14,2019,4,14,101952000.0,348675840.0
2019-04-15,2019,4,15,101088000.0,303264000.0
2019-04-16,2019,4,16,99360000.0,298080000.0
2019-04-17,2019,4,17,97632000.0,264094560.0
2019-04-18,2019,4,18,95040000.0,292723200.0
2019-04-19,2019,4,19,94176000.0,279702720.0
2019-04-20,2019,4,20,95904000.0,292507200.0
2019-04-21,2019,4,21,95904000.0,296343360.0
2019-04-22,2019,4,22,95040000.0,251856000.0
2019-04-23,2019,4,23,96768000.0,237081600.00000003
2019-04-24,2019,4,24,104544000.0,321995520.0
2019-04-25,2019,4,25,104544000.0,406676160.0
2019-04-26,2019,4,26,102816000.0,405095040.0
2019-04-27,2019,4,27,108000000.0,332640000.0
2019-04-28,2019,4,28,99360000.0,338817600.0
2019-04-29,2019,4,29,101952000.0,351734400.0
2019-04-30,2019,4,30,99360000.0,315964800.0
2019-05-01,2019,5,1,95040000.0,265161600.0
2019-05-02,2019,5,2,96768000.0,294174720.0
2019-05-03,2019,5,3,94176000.0,245799360.0
2019-05-04,2019,5,4,98496000.0,318142080.0
2019-05-05,2019,5,5,99360000.0,291124800.0
2019-05-06,2019,5,6,101952000.0,318090240.0
2019-05-07,2019,5,7,105408000.0,318332160.0
2019-05-08,2019,5,8,103680000.0,329702400.0
2019-05-09,2019,5,9,105408000.0,328872960.0
2019-05-10,2019,5,10,97632000.0,300706560.0
2019-05-11,2019,5,11,95040000.0,317433600.0
2019-05-12,2019,5,12,102816000.0,330039360.0
2019-05-13,2019,5,13,104544000.0,366949440.0
2019-05-14,2019,5,14,108000000.0,411480000.0
2019-05-15,2019,5,15,108000000.0,370440000.0
2019-05-16,2019,5,16,108864000.0,325503360.0
2019-05-17,2019,5,17,104544000.0,325131840.0
2019-05-18,2019,5,18,106704000.0,391070160.0
2019-05-19,2019,5,19,107136000.0,401760000.0
2019-05-20,2019,5,20,108000000.0,374760000.0
2019-05-21,2019,5,21,102816000.0,336208320.0
2019-05-22,2019,5,22,100224000.0,305683200.0
2019-05-23,2019,5,23,99360000.0,343785600.0
2019-05-24,2019,5,24,97632000.0,317304000.0
2019-05-25,2019,5,25,98496000.0,308292480.0
2019-05-26,2019,5,26,112320000.0,426816000.0
2019-05-27,2019,5,27,121824000.0,510442560.00000006
2019-05-28,2019,5,28,120096000.0,499599360.0
2019-05-29,2019,5,29,118368000.0,443880000.0
2019-05-30,2019,5,30,112320000.0,372902400.0
2019-05-31,2019,5,31,114048000.0,386622720.0
2019-06-01,2019,6,1,111456000.0,414616320.0
2019-06-02,2019,6,2,109728000.0,339059520.0
2019-06-03,2019,6,3,104544000.0,364858560.0
2019-06-04,2019,6,4,108000000.0,378000000.0
2019-06-05,2019,6,5,108864000.0,361428480.0
2019-06-06,2019,6,6,104544000.0,371131200.0
2019-06-07,2019,6,7,110592000.0,359424000.0
2019-06-08,2019,6,8,107136000.0,321408000.0
2019-06-09,2019,6,9,85708800.0,186845184.0
2019-06-10,2019,6,10,101088000.0,253730879.99999997
2019-06-11,2019,6,11,116640000.0,391910400.0
2019-06-12,2019,6,12,103680000.0,310003200.0
2019-06-13,2019,6,13,108000000.0,293760000.0
2019-06-14,2019,6,14,103248000.0,242632799.99999997
2019-06-15,2019,6,15,98496000.0,240330240.0
2019-06-16,2019,6,16,104544000.0,271814400.0
2019-06-17,2019,6,17,97632000.0,252866880.0
2019-06-18,2019,6,18,103680000.0,252979200.0
2019-06-19,2019,6,19,101088000.0,271926720.0
2019-06-20,2019,6,20,103680000.0,265420800.0
2019-06-21,2019,6,21,101952000.0,272211840.0
2019-06-22,2019,6,22,108000000.0,261360000.0
2019-06-23,2019,6,23,124416000.0,548674560.0
2019-06-24,2019,6,24,225504000.0,2011495680.0
2019-06-25,2019,6,25,291168000.0,2110968000.0
2019-06-26,2019,6,26,298512000.0,1686592800.0
2019-06-27,2019,6,27,294624000.0,1767744000.0
2019-06-28,2019,6,28,292032000.0,1588654080.0
2019-06-29,2019,6,29,304992000.0,1732354560.0
2019-06-30,2019,6,30,309312000.0,1648632960.0
2019-07-01,2019,7,1,309312000.0,1580584320.0
2019-07-02,2019,7,2,302400000.0,1478736000.0
2019-07-03,2019,7,3,304992000.0,1576808640.0
2019-07-04,2019,7,4,290304000.0,1445713920.0000002
2019-07-05,2019,7,5,282528000.0,1768625280.0
2019-07-06,2019,7,6,274752000.0,1895788800.0
2019-07-07,2019,7,7,272160000.0,1809864000.0
2019-07-08,2019,7,8,272160000.0,1551312000.0
2019-07-09,2019,7,9,290304000.0,1680860160.0
2019-07-10,2019,7,10,297216000.0,2092400640.0
2019-07-11,2019,7,11,321408000.0,2121292800.0
2019-07-12,2019,7,12,296352000.0,2634569280.0
2019-07-13,2019,7,13,260640000.0,4135487999.9999995
2019-07-14,2019,7,14,221184000.0,4025548800.0
2019-07-15,2019,7,15,217728000.0,4093286400.0
2019-07-16,2019,7,16,206496000.0,4315766400.0
2019-07-17,2019,7,17,184896000.0,3864326399.9999995
2019-07-18,2019,7,18,196128000.0,5628873600.000001
2019-07-19,2019,7,19,232761600.0,5935420800.0
2019-07-20,2019,7,20,238464000.0,5770828800.0
2019-07-21,2019,7,21,240192000.0,4035225600.0
2019-07-22,2019,7,22,239760000.0,5394600000.0
2019-07-23,2019,7,23,200448000.0,4850841600.0
2019-07-24,2019,7,24,200448000.0,4790707200.0
2019-07-25,2019,7,25,235872000.0,5684515200.0
2019-07-26,2019,7,26,233280000.0,4712256000.0
2019-07-27,2019,7,27,254016000.0,5283532800.0
2019-07-28,2019,7,28,280800000.0,6767280000.0
2019-07-29,2019,7,29,246240000.0,5171040000.0
2019-07-30,2019,7,30,206496000.0,4542912000.0
2019-07-31,2019,7,31,201312000.0,4046371200.0000005
2019-08-01,2019,8,1,232704000.0,4467916800.000001
2019-08-02,2019,8,2,234144000.0,4097520000.0
2019-08-03,2019,8,3,219456000.0,3555187200.0
2019-08-04,2019,8,4,129888000.0,1580304000.0
2019-08-05,2019,8,5,127008000.0,1397088000.0
2019-08-06,2019,8,6,126144000.0,1362355200.0
2019-08-07,2019,8,7,164160000.0,2610144000.0
2019-08-08,2019,8,8,286848000.0,6167232000.0
2019-08-09,2019,8,9,346464000.0,6201705599.999999
2019-08-10,2019,8,10,355968000.0,7048166400.0
2019-08-11,2019,8,11,339264000.0,7034073600.0
2019-08-12,2019,8,12,131328000.0,2534630400.0
2019-08-13,2019,8,13,87264000.0,1239148800.0
2019-08-14,2019,8,14,74390400.0,758782080.0
2019-08-15,2019,8,15,51840000.0,368064000.0
2019-08-16,2019,8,16,40176000.0,290070720.0
2019-08-17,2019,8,17,38102400.0,250713792.0
2019-08-18,2019,8,18,36720000.0,153122400.0
2019-08-19,2019,8,19,44582400.0,113685119.99999999
2019-08-20,2019,8,20,43372800.0,70263936.0
2019-08-21,2019,8,21,41299200.0,47494080.0
2019-08-22,2019,8,22,38707200.0,41803776.0
2019-08-23,2019,8,23,37929600.0,34478006.4
2019-08-24,2019,8,24,39657600.0,43623360.0
2019-08-25,2019,8,25,39657600.0,47985696.0
2019-08-26,2019,8,26,35683200.0,37110528.0
2019-08-27,2019,8,27,41558400.0,56935008.00000001
2019-08-28,2019,8,28,40089600.0,44098560.0
2019-08-29,2019,8,29,40608000.0,47105280.0
2019-08-30,2019,8,30,39139200.0,43894656.0
2019-08-31,2019,8,31,37670400.0,40684032.0
2019-09-01,2019,9,1,48556800.0,76557888.00000001
2019-09-02,2019,9,2,48556800.0,83032128.0
2019-09-03,2019,9,3,69811200.0,200358144.0
2019-09-04,2019,9,4,94176000.0,508550400.00000006
2019-09-05,2019,9,5,114048000.0,745873920.0
2019-09-06,2019,9,6,95904000.0,1323475200.0
2019-09-07,2019,9,7,91584000.0,2115590400.0000002
2019-09-08,2019,9,8,84672000.0,1147305600.0
2019-09-09,2019,9,9,83203200.0,581590368.0
2019-09-10,2019,9,10,88128000.0,440640000.0
2019-09-11,2019,9,11,105408000.0,594501120.0
2019-09-12,2019,9,12,114048000.0,716221440.0
2019-09-13,2019,9,13,106272000.0,674827200.0
2019-09-14,2019,9,14,108864000.0,740275200.0
2019-09-15,2019,9,15,102816000.0,808133760.0
2019-09-16,2019,9,16,206496000.0,4666809600.0
2019-09-17,2019,9,17,242784000.0,3738873600.0
2019-09-18,2019,9,18,290304000.0,4151347200.0
2019-09-19,2019,9,19,334368000.0,5182704000.0
2019-09-20,2019,9,20,325728000.0,4104172800.0
2019-09-21,2019,9,21,322272000.0,4189536000.0
2019-09-22,2019,9,22,325728000.0,3745872000.0
2019-09-23,2019,9,23,332640000.0,3875256000.0
2019-09-24,2019,9,24,297216000.0,2891911680.0
2019-09-25,2019,9,25,203904000.0,2467238400.0
2019-09-26,2019,9,26,153792000.0,1385665920.0
2019-09-27,2019,9,27,124416000.0,892062720.0
2019-09-28,2019,9,28,181440000.0,2013984000.0
2019-09-29,2019,9,29,175392000.0,1318947840.0
2019-09-30,2019,9,30,175392000.0,1390858560.0
2019-10-01,2019,10,1,161568000.0,1341014400.0
2019-10-02,2019,10,2,130464000.0,909334080.0
2019-10-03,2019,10,3,122688000.0,661288320.0
2019-10-04,2019,10,4,120096000.0,774619200.0
2019-10-05,2019,10,5,123552000.0,796910400.0
2019-10-06,2019,10,6,132192000.0,935919360.0
2019-10-07,2019,10,7,138240000.0,1114214400.0
2019-10-08,2019,10,8,138240000.0,890265600.0
2019-10-09,2019,10,9,135648000.0,866790720.0
2019-10-10,2019,10,10,128736000.0,787864320.0
2019-10-11,2019,10,11,146016000.0,1331665920.0
2019-10-12,2019,10,12,163296000.0,1548046080.0
2019-10-13,2019,10,13,155520000.0,1227052800.0
2019-10-14,2019,10,14,152928000.0,925214400.0
2019-10-15,2019,10,15,152928000.0,873218880.0
2019-10-16,2019,10,16,167616000.0,1371098880.0
2019-10-17,2019,10,17,171936000.0,1237079520.0
2019-10-18,2019,10,18,161568000.0,1087352640.0
2019-10-19,2019,10,19,158112000.0,882264960.0
2019-10-20,2019,10,20,149472000.0,938684160.0
2019-10-21,2019,10,21,128736000.0,736369920.0
2019-10-22,2019,10,22,113760000.0,618475200.0
2019-10-23,2019,10,23,86140800.0,372989664.0
2019-10-24,2019,10,24,73180800.0,248814720.0
2019-10-25,2019,10,25,70588800.0,210354624.0
2019-10-26,2019,10,26,68083200.0,192675456.0
2019-10-27,2019,10,27,64886400.0,170002368.0
2019-10-28,2019,10,28,67219200.0,154604160.0
2019-10-29,2019,10,29,65836800.0,184343040.0
2019-10-30,2019,10,30,63244800.0,149257728.0
2019-10-31,2019,10,31,63244800.0,135343872.0
2019-11-01,2019,11,1,62812800.0,144469440.0
2019-11-02,2019,11,2,61171200.0,155986560.0
2019-11-03,2019,11,3,60480000.0,139708800.0
2019-11-04,2019,11,4,59011200.0,116252064.0
2019-11-05,2019,11,5,57542400.0,157090752.0
2019-11-06,2019,11,6,58320000.0,157464000.0
2019-11-07,2019,11,7,57542400.0,130045823.99999999
2019-11-08,2019,11,8,56851200.0,146107584.0
2019-11-09,2019,11,9,56505600.0,139568832.0
2019-11-10,2019,11,10,56160000.0,144892800.0
2019-11-11,2019,11,11,56678400.0,120724992.0
2019-11-12,2019,11,12,56505600.0,140133888.0
2019-11-13,2019,11,13,57196800.0,148139712.0
2019-11-14,2019,11,14,56851200.0,122230080.0
2019-11-15,2019,11,15,49766400.0,182642688.0
2019-11-16,2019,11,16,44668800.0,94697856.0
2019-11-17,2019,11,17,45619200.0,82114560.0
2019-11-18,2019,11,18,42163200.0,66617856.0
2019-11-19,2019,11,19,43718400.0,76507200.0
2019-11-20,2019,11,20,36374400.0,56744064.0
2019-11-21,2019,11,21,40435200.0,61865856.0
2019-11-22,2019,11,22,35337600.0,46645632.0
2019-11-23,2019,11,23,36028800.0,47197728.0
2019-11-24,2019,11,24,34992000.0,46539360.0
2019-11-25,2019,11,25,45446400.0,83621376.0
2019-11-26,2019,11,26,32918400.0,43781472.0
2019-11-27,2019,11,27,35769600.0,35161516.8
2019-11-28,2019,11,28,38275200.0,45547488.0
2019-11-29,2019,11,29,36201600.0,36201600.0
2019-11-30,2019,11,30,37411200.0,52001568.0
2019-12-01,2019,12,1,34819200.0,44568576.0
2019-12-02,2019,12,2,36201600.0,45614016.0
2019-12-03,2019,12,3,34819200.0,59192640.0
2019-12-04,2019,12,4,35251200.0,47589120.0
2019-12-05,2019,12,5,40176000.0,44193600.0
2019-12-06,2019,12,6,42595200.0,68365296.0
2019-12-07,2019,12,7,37843200.0,57521664.0
2019-12-08,2019,12,8,35251200.0,51114240.0
2019-12-09,2019,12,9,33609600.0,43692480.0
2019-12-10,2019,12,10,34041600.0,45615744.0
2019-12-11,2019,12,11,32918400.0,45427392.0
2019-12-12,2019,12,12,35337600.0,48059136.0
2019-12-13,2019,12,13,35683200.0,47815488.0
2019-12-14,2019,12,14,38188800.0,50409216.0
2019-12-15,2019,12,15,37065600.0,61158240.0
2019-12-16,2019,12,16,35683200.0,47815488.0
2019-12-17,2019,12,17,36374400.0,50196671.99999999
2019-12-18,2019,12,18,39398400.0,48854016.0
2019-12-19,2019,12,19,39398400.0,59097600.0
2019-12-20,2019,12,20,34905600.0,41886720.0
2019-12-21,2019,12,21,34905600.0,49915008.0
2019-12-22,2019,12,22,31968000.0,35804160.0
2019-12-23,2019,12,23,29980800.0,33578496.0
2019-12-24,2019,12,24,33782400.0,29593382.4
2019-12-25,2019,12,25,34214400.0,35925120.0
2019-12-26,2019,12,26,31536000.0,25891056.0
2019-12-27,2019,12,27,34214400.0,37977984.0
2019-12-28,2019,12,28,50716800.0,80132544.0
2019-12-29,2019,12,29,38188800.0,70649280.0
2019-12-30,2019,12,30,39744000.0,67564800.0
2019-12-31,2019,12,31,45144000.0,83967840.0
2020-01-01,2020,1,1,43459200.0,71055792.0
2020-01-02,2020,1,2,42336000.0,67737600.0
2020-01-03,2020,1,3,36201600.0,52854336.0
2020-01-04,2020,1,4,34300800.0,36873360.00000001
2020-01-05,2020,1,5,34819200.0,44916768.0
2020-01-06,2020,1,6,31190400.0,29318976.0
2020-01-07,2020,1,7,33091200.0,29020982.4
2020-01-08,2020,1,8,46656000.0,53654399.99999999
2020-01-09,2020,1,9,37324800.0,36951552.0
2020-01-10,2020,1,10,37324800.0,45163008.0
2020-01-11,2020,1,11,33091200.0,34083936.0
2020-01-12,2020,1,12,31968000.0,31040928.0
2020-01-13,2020,1,13,31190400.0,31814208.0
2020-01-14,2020,1,14,31708800.0,31677091.2
2020-01-15,2020,1,15,32832000.0,31879872.0
2020-01-16,2020,1,16,31449600.0,30537561.599999998
2020-01-17,2020,1,17,30672000.0,31285440.0
2020-01-18,2020,1,18,31190400.0,30566592.0
2020-01-19,2020,1,19,29376000.0,23618304.0
2020-01-20,2020,1,20,29721600.0,29424384.0
2020-01-21,2020,1,21,29203200.0,23274950.400000002
2020-01-22,2020,1,22,28771200.0,22470307.2
2020-01-23,2020,1,23,28166400.0,21631795.2
2020-01-24,2020,1,24,28339200.0,23068108.799999997
2020-01-25,2020,1,25,29376000.0,22648896.0
2020-01-26,2020,1,26,29203200.0,32123520.000000004
2020-01-27,2020,1,27,31017600.0,29807913.599999998
2020-01-28,2020,1,28,32918400.0,37197792.0
2020-01-29,2020,1,29,32400000.0,29451600.0
2020-01-30,2020,1,30,32054400.0,28528416.0
2020-01-31,2020,1,31,31708800.0,30408739.2
2020-02-01,2020,2,1,30672000.0,32205600.0
2020-02-02,2020,2,2,29462400.0,29167776.0
2020-02-03,2020,2,3,28857600.0,27385862.4
2020-02-04,2020,2,4,29462400.0,25190352.0
2020-02-05,2020,2,5,28080000.0,24850800.0
2020-02-06,2020,2,6,28512000.0,24976512.0
2020-02-07,2020,2,7,28512000.0,26858304.0
2020-02-08,2020,2,8,30412800.0,34670592.0
2020-02-09,2020,2,9,34819200.0,52228800.0
2020-02-10,2020,2,10,34819200.0,48746880.0
2020-02-11,2020,2,11,33264000.0,42245280.0
2020-02-12,2020,2,12,29894400.0,37965888.0
2020-02-13,2020,2,13,28425600.0,26464233.6
2020-02-14,2020,2,14,29916000.0,29390623.200000003
2020-02-15,2020,2,15,31406400.0,32317012.8
2020-02-16,2020,2,16,32896800.0,35243402.4
2020-02-17,2020,2,17,34387200.0,38169792.0
2020-02-18,2020,2,18,36460800.0,41419008.0
2020-02-19,2020,2,19,38534400.0,44668224.0
2020-02-20,2020,2,20,40608000.0,47917440.0
2020-02-21,2020,2,21,39951360.0,65207808.0
2020-02-22,2020,2,22,39294720.0,82498176.0
2020-02-23,2020,2,23,38638080.0,99788544.0
2020-02-24,2020,2,24,37981440.0,117078912.0
2020-02-25,2020,2,25,37324800.0,134369280.0
2020-02-26,2020,2,26,41860800.0,159908256.0
2020-02-27,2020,2,27,45187200.0,125168544.0
2020-02-28,2020,2,28,48330000.0,131996952.0
2020-02-29,2020,2,29,51472800.0,138825360.0
2020-03-01,2020,3,1,54615600.0,145653767.99999997
2020-03-02,2020,3,2,57758400.0,152482175.99999997
2020-03-03,2020,3,3,55512000.0,170976960.0
2020-03-04,2020,3,4,57024000.0,185898240.0
2020-03-05,2020,3,5,59184000.0,217994400.0
2020-03-06,2020,3,6,61344000.0,223905600.0
2020-03-07,2020,3,7,60134400.0,214776576.0
2020-03-08,2020,3,8,58924800.0,205647552.0
2020-03-09,2020,3,9,59745600.0,237281184.0
2020-03-10,2020,3,10,60566400.0,268914816.0
2020-03-11,2020,3,11,55900800.0,196211808.0
2020-03-12,2020,3,12,55900800.0,171056448.0
2020-03-13,2020,3,13,55900800.0,145901088.0
2020-03-14,2020,3,14,55512000.0,141082128.0
2020-03-15,2020,3,15,55123200.0,136263168.0
2020-03-16,2020,3,16,54734400.0,131444208.0
2020-03-17,2020,3,17,54345600.0,126625248.0
2020-03-18,2020,3,18,53020800.0,122698944.0
2020-03-19,2020,3,19,51696000.0,118772639.99999999
2020-03-20,2020,3,20,50371200.0,114846335.99999999
2020-03-21,2020,3,21,56160000.0,170873928.0
2020-03-22,2020,3,22,61948800.0,226901520.0
2020-03-23,2020,3,23,67737600.0,282929112.0
2020-03-24,2020,3,24,73526400.0,338956704.0
2020-03-25,2020,3,25,80697600.0,358297344.00000006
2020-03-26,2020,3,26,81129600.0,360623232.0
2020-03-27,2020,3,27,81561600.0,362949120.0
2020-03-28,2020,3,28,92448000.0,447448320.0
2020-03-29,2020,3,29,91296000.0,430896960.0
2020-03-30,2020,3,30,90144000.0,414345600.0
2020-03-31,2020,3,31,88992000.0,397794240.0
2020-04-01,2020,4,1,87523200.0,391228704.0
2020-04-02,2020,4,2,86054400.0,384663168.0
2020-04-03,2020,4,3,84585600.0,378097632.0
2020-04-04,2020,4,4,82641600.0,373039344.0
2020-04-05,2020,4,5,80697600.0,367981055.99999994
2020-04-06,2020,4,6,75600000.0,309484800.0
2020-04-07,2020,4,7,70502400.0,250988544.0
2020-04-08,2020,4,8,72028800.0,242657568.0
2020-04-09,2020,4,9,73555200.0,234326591.99999997
2020-04-10,2020,4,10,75081600.0,225995615.99999997
2020-04-11,2020,4,11,94176000.0,456753599.99999994
2020-04-12,2020,4,12,106272000.0,771534720.0
2020-04-13,2020,4,13,110592000.0,912384000.0
2020-04-14,2020,4,14,112320000.0,963705600.0
2020-04-15,2020,4,15,115776000.0,1047772800.0000001
2020-04-16,2020,4,16,110160000.0,938403360.0
2020-04-17,2020,4,17,104544000.0,829033920.0
2020-04-18,2020,4,18,109152000.0,903058560.0
2020-04-19,2020,4,19,113760000.0,977083200.0000001
2020-04-20,2020,4,20,118368000.0,1051107840.0000001
2020-04-21,2020,4,21,120528000.0,1004650560.0
2020-04-22,2020,4,22,122688000.0,958193280.0
2020-04-23,2020,4,23,133488000.0,1323181440.0
2020-04-24,2020,4,24,144288000.0,1688169600.0
2020-04-25,2020,4,25,141696000.0,1615334400.0
2020-04-26,2020,4,26,142992000.0,1615680000.0
2020-04-27,2020,4,27,144288000.0,1616025600.0
2020-04-28,2020,4,28,135072000.0,1304020800.0
2020-04-29,2020,4,29,125856000.0,992016000.0
2020-04-30,2020,4,30,116640000.0,680011200.0
2020-05-01,2020,5,1,109728000.0,601309440.0
2020-05-02,2020,5,2,108864000.0,633834720.0
2020-05-03,2020,5,3,108000000.0,666360000.0
2020-05-04,2020,5,4,106704000.0,671012640.0
